path,top_level,service,ext,lines,class,review_level,risk_tags,notes
ANILA_UI/scraps/anila-ui-backup-2026-04-21/src/styles.css,ANILA_UI,anila-ui-archive-or-doc,.css,2263,backup-archive,deferred-generated-or-asset,backup-archive;giant-file,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/anila-ui-backup-2026-04-21/src/trust.jsx,ANILA_UI,anila-ui-archive-or-doc,.jsx,369,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/anila-ui-backup-2026-04-21/src/tweaks.jsx,ANILA_UI,anila-ui-archive-or-doc,.jsx,150,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/anila-ui-backup-2026-04-21/vite.config.js,ANILA_UI,anila-ui-archive-or-doc,.js,10,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/anila-ui-backup-2026-04-21/vitest.setup.js,ANILA_UI,anila-ui-archive-or-doc,.js,1,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/feature-showcase-page1.png,ANILA_UI,anila-ui-archive-or-doc,.png,-1,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/feature-showcase-page2.png,ANILA_UI,anila-ui-archive-or-doc,.png,-1,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/feature-showcase-page3.png,ANILA_UI,anila-ui-archive-or-doc,.png,-1,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/feature-showcase-page4.png,ANILA_UI,anila-ui-archive-or-doc,.png,-1,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
ANILA_UI/scraps/sketch-2026-04-20T02-35-44-n7b5p2.napkin,ANILA_UI,anila-ui-archive-or-doc,.napkin,279,backup-archive,deferred-generated-or-asset,backup-archive,Archive/backup material: keep out of runtime path; consider pruning or moving to archive docs.
CLAUDE.md,CLAUDE.md,root-infra,.md,74,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
Claude-Design-Sys-Prompt.txt,Claude-Design-Sys-Prompt.txt,root-infra,.txt,422,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
LICENSE,LICENSE,root-infra,,674,other,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
README.md,README.md,root-infra,.md,239,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/.dockerignore,anila-agent,anila-agent,,40,other,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/.env.example,anila-agent,anila-agent,.example,78,deployment-config,manual-targeted,deploy-surface,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-agent/.gitignore,anila-agent,anila-agent,,38,other,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/CHANGELOG.md,anila-agent,anila-agent,.md,31,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/DOCKER.md,anila-agent,anila-agent,.md,63,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/Dockerfile,anila-agent,anila-agent,,90,deployment-config,manual-targeted,deploy-surface,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-agent/LICENSE,anila-agent,anila-agent,,13,other,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/Makefile,anila-agent,anila-agent,Makefile,65,other,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/README.en.md,anila-agent,anila-agent,.md,90,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/README.md,anila-agent,anila-agent,.md,90,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/REBUILD_PLAN.md,anila-agent,anila-agent,.md,269,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/anila_agent/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/cli/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/cli/app.py,anila-agent,anila-agent,.py,167,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/cli/output_styles.py,anila-agent,anila-agent,.py,39,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/cli/slash_commands.py,anila-agent,anila-agent,.py,59,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/config.py,anila-agent,anila-agent,.py,109,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/guardrails/__init__.py,anila-agent,anila-agent,.py,0,python-code,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-agent/anila_agent/guardrails/grounding.py,anila-agent,anila-agent,.py,32,python-code,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-agent/anila_agent/main.py,anila-agent,anila-agent,.py,35,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/memory/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/memory/extract.py,anila-agent,anila-agent,.py,116,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/memory/freshness.py,anila-agent,anila-agent,.py,43,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/memory/memdir.py,anila-agent,anila-agent,.py,186,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/memory/recall.py,anila-agent,anila-agent,.py,160,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/memory/runtime.py,anila-agent,anila-agent,.py,106,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/memory/session.py,anila-agent,anila-agent,.py,169,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/memory/taxonomy.py,anila-agent,anila-agent,.py,36,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/models/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/models/schemas.py,anila-agent,anila-agent,.py,19,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/observability/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/observability/cost.py,anila-agent,anila-agent,.py,44,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/observability/hooks.py,anila-agent,anila-agent,.py,37,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/orchestration/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/orchestration/deep_research.py,anila-agent,anila-agent,.py,84,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/policy/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/policy/dsl.py,anila-agent,anila-agent,.py,128,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/policy/guardrail.py,anila-agent,anila-agent,.py,65,python-code,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-agent/anila_agent/prompts/__init__.py,anila-agent,anila-agent,.py,22,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/prompts/builder.py,anila-agent,anila-agent,.py,28,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/prompts/output_styles/concise-cited.md,anila-agent,anila-agent,.md,2,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/anila_agent/prompts/output_styles/zh-tw-formal.md,anila-agent,anila-agent,.md,2,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/anila_agent/prompts/system.md,anila-agent,anila-agent,.md,11,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/anila_agent/retrieval/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/retrieval/anila_pgvector.py,anila-agent,anila-agent,.py,236,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/retrieval/base.py,anila-agent,anila-agent,.py,38,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/retrieval/csp_http.py,anila-agent,anila-agent,.py,160,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/retrieval/dummy.py,anila-agent,anila-agent,.py,59,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/retrieval/from_env.py,anila-agent,anila-agent,.py,29,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/retrieval/pgvector.py,anila-agent,anila-agent,.py,115,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/retrieval/schemas.py,anila-agent,anila-agent,.py,24,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/runtime/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/runtime/agent_factory.py,anila-agent,anila-agent,.py,113,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/runtime/compat.py,anila-agent,anila-agent,.py,88,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/runtime/mcp.py,anila-agent,anila-agent,.py,60,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/runtime/model.py,anila-agent,anila-agent,.py,81,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/runtime/run.py,anila-agent,anila-agent,.py,59,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/runtime/runstate.py,anila-agent,anila-agent,.py,54,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/serving/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/serving/auth.py,anila-agent,anila-agent,.py,41,python-code,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-agent/anila_agent/serving/service_wrapper.py,anila-agent,anila-agent,.py,320,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/skills/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/skills/examples/citation-style/SKILL.md,anila-agent,anila-agent,.md,13,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/anila_agent/skills/loader.py,anila-agent,anila-agent,.py,76,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/tools/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/tools/capabilities.py,anila-agent,anila-agent,.py,57,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/tools/context.py,anila-agent,anila-agent,.py,26,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/tools/memory_tools.py,anila-agent,anila-agent,.py,47,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/tools/rag_tools.py,anila-agent,anila-agent,.py,48,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/triggers/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/triggers/runner.py,anila-agent,anila-agent,.py,52,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/util/__init__.py,anila-agent,anila-agent,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/anila_agent/util/structured.py,anila-agent,anila-agent,.py,60,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/app.py,anila-agent,anila-agent,.py,45,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/configs/agent.yaml,anila-agent,anila-agent,.yaml,3,config-or-metadata,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/configs/commands/summarize.md,anila-agent,anila-agent,.md,4,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/configs/model.yaml,anila-agent,anila-agent,.yaml,16,config-or-metadata,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/configs/policy.yaml,anila-agent,anila-agent,.yaml,16,config-or-metadata,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/configs/tools.yaml,anila-agent,anila-agent,.yaml,10,config-or-metadata,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/docker-compose.yml,anila-agent,anila-agent,.yml,15,deployment-config,manual-targeted,deploy-surface,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-agent/offline/README.md,anila-agent,anila-agent,.md,28,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-agent/offline/build-wheelhouse.sh,anila-agent,anila-agent,.sh,25,script,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/offline/install.sh,anila-agent,anila-agent,.sh,20,script,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/pyproject.toml,anila-agent,anila-agent,.toml,79,config-or-metadata,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/scripts/docker-ship.sh,anila-agent,anila-agent,.sh,47,script,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_agent_factory.py,anila-agent,anila-agent,.py,57,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_anila_pgvector.py,anila-agent,anila-agent,.py,145,python-code,automated-ledger,rag-rls,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_auto_memory.py,anila-agent,anila-agent,.py,84,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_capabilities.py,anila-agent,anila-agent,.py,38,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_compat.py,anila-agent,anila-agent,.py,49,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_cost.py,anila-agent,anila-agent,.py,37,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_csp_http_retriever.py,anila-agent,anila-agent,.py,96,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_extract_freshness.py,anila-agent,anila-agent,.py,97,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_grounding.py,anila-agent,anila-agent,.py,37,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_live_smoke.py,anila-agent,anila-agent,.py,24,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_mcp.py,anila-agent,anila-agent,.py,21,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_memdir.py,anila-agent,anila-agent,.py,71,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_model_airgap.py,anila-agent,anila-agent,.py,74,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_multitenant_memory.py,anila-agent,anila-agent,.py,181,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_orchestration.py,anila-agent,anila-agent,.py,22,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_policy.py,anila-agent,anila-agent,.py,126,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_postgres_runstate.py,anila-agent,anila-agent,.py,118,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_precedence.py,anila-agent,anila-agent,.py,85,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_prompts_cli.py,anila-agent,anila-agent,.py,65,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_recall.py,anila-agent,anila-agent,.py,66,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_retriever.py,anila-agent,anila-agent,.py,47,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_service_auth.py,anila-agent,anila-agent,.py,38,python-code,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-agent/tests/test_service_wrapper.py,anila-agent,anila-agent,.py,60,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_session.py,anila-agent,anila-agent,.py,72,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_skills.py,anila-agent,anila-agent,.py,50,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_streaming.py,anila-agent,anila-agent,.py,201,python-code,automated-ledger,router-streaming,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_structured.py,anila-agent,anila-agent,.py,52,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-agent/tests/test_triggers.py,anila-agent,anila-agent,.py,51,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core-router/Dockerfile,anila-core-router,router-wrapper,,38,deployment-config,manual-targeted,deploy-surface;router-streaming,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-core-router/README.en.md,anila-core-router,router-wrapper,.md,132,documentation,context-review,router-streaming,Used as architecture/process context; not executable runtime surface.
anila-core-router/README.md,anila-core-router,router-wrapper,.md,132,documentation,context-review,router-streaming,Used as architecture/process context; not executable runtime surface.
anila-core-router/main.py,anila-core-router,router-wrapper,.py,358,python-code,manual-deep,router-streaming,High-risk entrypoint manually reviewed in 2026-06-29 report.
anila-core/CHANGELOG.md,anila-core,anila-core,.md,995,documentation,manual-targeted,giant-file,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-core/README.en.md,anila-core,anila-core,.md,188,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-core/README.md,anila-core,anila-core,.md,193,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-core/e2e_smoke.py,anila-core,anila-core,.py,113,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/examples/router-mode/main.py,anila-core,anila-core,.py,21,python-code,automated-ledger,router-streaming,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/examples/simple-agent/agent.py,anila-core,anila-core,.py,98,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/pyproject.toml,anila-core,anila-core,.toml,96,config-or-metadata,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/__init__.py,anila-core,anila-core,.py,65,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/api/__init__.py,anila-core,anila-core,.py,11,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/api/caller_context.py,anila-core,anila-core,.py,115,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/api/events.py,anila-core,anila-core,.py,177,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/api/middleware/__init__.py,anila-core,anila-core,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/api/middleware/auth.py,anila-core,anila-core,.py,307,python-code,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-core/src/anila_core/api/router_server.py,anila-core,anila-core,.py,2594,python-code,manual-deep,router-streaming;giant-file,High-risk entrypoint manually reviewed in 2026-06-29 report.
anila-core/src/anila_core/api/server.py,anila-core,anila-core,.py,509,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/api/session_owner.py,anila-core,anila-core,.py,64,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/app_factory.py,anila-core,anila-core,.py,64,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/__init__.py,anila-core,anila-core,.py,1,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/bootstrap_cmd.py,anila-core,anila-core,.py,243,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/init_cmd.py,anila-core,anila-core,.py,138,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/main.py,anila-core,anila-core,.py,57,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/register_cmd.py,anila-core,anila-core,.py,165,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/status_cmd.py,anila-core,anila-core,.py,166,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/templates/__init__.py,anila-core,anila-core,.py,0,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/templates/agent-template/.env.example,anila-core,anila-core,.example,26,deployment-config,manual-targeted,deploy-surface,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-core/src/anila_core/cli/templates/agent-template/Dockerfile,anila-core,anila-core,,13,deployment-config,manual-targeted,deploy-surface,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-core/src/anila_core/cli/templates/agent-template/README.md,anila-core,anila-core,.md,71,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-core/src/anila_core/cli/templates/agent-template/agent.py,anila-core,anila-core,.py,186,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/templates/agent-template/anila.yaml,anila-core,anila-core,.yaml,15,config-or-metadata,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/cli/templates/agent-template/requirements.txt,anila-core,anila-core,.txt,2,documentation,context-review,,Used as architecture/process context; not executable runtime surface.
anila-core/src/anila_core/compact/__init__.py,anila-core,anila-core,.py,19,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/compact/auto_compact.py,anila-core,anila-core,.py,117,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/compact/micro_compact.py,anila-core,anila-core,.py,171,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/compact/session_memory.py,anila-core,anila-core,.py,224,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/compact/sliding_window.py,anila-core,anila-core,.py,151,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/config.py,anila-core,anila-core,.py,110,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/context/__init__.py,anila-core,anila-core,.py,5,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/context/agent_context.py,anila-core,anila-core,.py,166,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/coordinator/__init__.py,anila-core,anila-core,.py,5,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/coordinator/coordinator.py,anila-core,anila-core,.py,240,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/engine/__init__.py,anila-core,anila-core,.py,66,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/engine/approvals.py,anila-core,anila-core,.py,336,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/engine/budget_tracker.py,anila-core,anila-core,.py,132,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
anila-core/src/anila_core/engine/guardrails.py,anila-core,anila-core,.py,311,python-code,manual-targeted,auth-security,Targeted review required when touching this file; flagged by path/size/security/deploy/schema heuristics.
anila-core/src/anila_core/engine/handoff.py,anila-core,anila-core,.py,171,python-code,automated-ledger,,Automated inventory and heuristic scan; no file-specific manual finding in this pass.
